roPartId ,dealerOrderId,partCode,partQuantity,mainPartFlag,downPartSerialNumber,upPartSerialNumber,createBy,createDate,updateBy,updateDate
0000002117,002117,PABP0001BYD002,1.0,00298825,,,9999999999,2024-03-28,9999999988,2024-05-27
0000002118,002118,PABP0001BYD004,1.0,00785480,,,9999999999,2024-01-08,9999999988,2024-06-24
0000002119,002119,PABP0001BYD002,1.0,00376048,,,9999999999,2024-03-19,9999999988,2024-04-13
0000002120,002120,PABP0001BYD002,1.0,00467038,,,9999999999,2024-07-09,9999999988,2024-07-16
0000002121,002121,PACP0004BYD001,1.0,00364719,,,9999999999,2024-07-12,9999999988,2024-07-18
0000002122,002122,PACP0004BYD001,1.0,00257428,,,9999999999,2024-07-10,9999999988,2024-07-16
0000002123,002123,PASC0260BYD001,4.0,00783540,,,9999999999,2024-03-05,9999999988,2024-03-30
0000002124,002124,PASC0260BYD001,3.0,00590969,,,9999999999,2024-02-21,9999999988,2024-02-27
0000002125,002125,PABP0001BYD004,1.0,00094118,,,9999999999,2024-01-16,9999999988,2024-05-24
0000002126,002126,PAPEC007BYD002,1.0,00755230,,,9999999999,2024-03-05,9999999988,2024-04-13
0000002127,002127,PAPEC007BYD003,1.0,00232619,,,9999999999,2024-03-19,9999999988,2024-06-24
0000002128,002128,PACP0004BYD001,1.0,00414770,,,9999999999,2024-06-09,9999999988,2024-07-18
0000002129,002129,PACP0004BYD001,1.0,00056266,,,9999999999,2024-06-22,9999999988,2024-07-22
0000002130,002130,PABP0001BYD005,1.0,00607222,,,9999999999,2024-02-11,9999999988,2024-04-17
0000002131,002131,PABP0001BYD004,1.0,00566463,,,9999999999,2024-05-17,9999999988,2024-06-17
0000002132,002132,PACP0004BYD003,1.0,00855762,,,9999999999,2024-02-26,9999999988,2024-05-20
0000002133,002133,PABP0001BYD003,1.0,00815046,,,9999999999,2024-06-29,9999999988,2024-07-12
0000002134,002134,PACP0004BYD004,1.0,00562525,,,9999999999,2024-07-12,9999999988,2024-07-24
0000002135,002135,PAPEC007BYD003,1.0,00139413,,,9999999999,2024-02-29,9999999988,2024-04-10
0000002136,002136,PASC0260BYD001,4.0,00291362,,,9999999999,2024-05-16,9999999988,2024-06-14
0000002137,002137,PASC0260BYD001,2.0,00888754,,,9999999999,2024-03-10,9999999988,2024-05-14
0000002138,002138,PASC0260BYD001,4.0,00591365,,,9999999999,2024-07-18,9999999988,2024-07-20
0000002139,002139,PACP0004BYD001,1.0,00817521,,,9999999999,2024-03-19,9999999988,2024-07-02
0000002140,002140,PAEM0002BYD001,1.0,00354694,,,9999999999,2024-06-16,9999999988,2024-07-09
0000002141,002141,PACP0004BYD001,1.0,00210758,,,9999999999,2024-07-10,9999999988,2024-07-18
0000002142,002142,PABP0001BYD001,1.0,00219873,,,9999999999,2024-01-10,9999999988,2024-01-17
0000002143,002143,PACP0004BYD001,1.0,00835149,,,9999999999,2024-05-26,9999999988,2024-07-11
0000002144,002144,PAHVC011BYD001,2.0,00624135,,,9999999999,2024-06-02,9999999988,2024-06-08
0000002145,002145,PACP0004BYD001,1.0,00339260,,,9999999999,2024-06-24,9999999988,2024-07-01
0000002146,002146,PAHVC011BYD001,4.0,00259048,,,9999999999,2024-07-13,9999999988,2024-07-23
0000002147,002147,PACP0004BYD002,1.0,00542246,,,9999999999,2024-04-11,9999999988,2024-07-01
0000002148,002148,PACP0004BYD001,1.0,00562255,,,9999999999,2024-04-04,9999999988,2024-05-04
0000002149,002149,PAPEC007BYD003,1.0,00668893,,,9999999999,2024-06-05,9999999988,2024-06-11
0000002150,002150,PASC0260BYD001,2.0,00718900,,,9999999999,2024-06-02,9999999988,2024-07-15
0000002151,002151,PASC0260BYD001,1.0,00545640,,,9999999999,2024-06-10,9999999988,2024-07-18
0000002152,002152,PABP0001BYD003,1.0,00529417,,,9999999999,2024-02-05,9999999988,2024-04-28
0000002153,002153,PAEM0002BYD002,1.0,00155599,,,9999999999,2024-01-03,9999999988,2024-01-13
0000002154,002154,PASC0260BYD001,3.0,00575201,,,9999999999,2024-02-17,9999999988,2024-03-15
0000002155,002155,PASC0260BYD001,2.0,00187409,,,9999999999,2024-02-13,9999999988,2024-06-06
0000002156,002156,PACP0004BYD001,1.0,00404441,,,9999999999,2024-03-31,9999999988,2024-04-18
0000002157,002157,PACP0004BYD001,1.0,00954578,,,9999999999,2024-04-26,9999999988,2024-07-05
0000002158,002158,PABMS006BYD005,1.0,00244981,,,9999999999,2024-07-09,9999999988,2024-07-09
0000002159,002159,PABP0001BYD001,1.0,00050115,,,9999999999,2024-06-15,9999999988,2024-07-06
0000002160,002160,PACP0004BYD001,1.0,00547861,,,9999999999,2024-01-31,9999999988,2024-04-17
0000002161,002161,PABP0170BYD002,5.0,00615451,,,9999999999,2024-03-28,9999999988,2024-05-25
0000002162,002162,PAEAC015BYD001,1.0,00753119,,,9999999999,2024-07-19,9999999988,2024-07-20
0000002163,002163,PASC0260BYD001,4.0,00520543,,,9999999999,2024-07-17,9999999988,2024-07-19
0000002164,002164,PASC0260BYD001,3.0,00002083,,,9999999999,2024-04-04,9999999988,2024-05-29
0000002165,002165,PABP0170BYD005,2.0,00593780,,,9999999999,2024-03-27,9999999988,2024-04-14
0000002166,002166,PAHVC011BYD004,2.0,00844297,,,9999999999,2024-01-11,9999999988,2024-02-25
0000002167,002167,PABP0001BYD003,1.0,00057211,,,9999999999,2024-03-25,9999999988,2024-07-19
0000002168,002168,PAHVC011BYD001,1.0,00661550,,,9999999999,2024-05-07,9999999988,2024-07-07
0000002169,002169,PABMS006BYD003,1.0,00057531,,,9999999999,2024-02-16,9999999988,2024-05-04
0000002170,002170,PASC0260BYD001,3.0,00725603,,,9999999999,2024-05-28,9999999988,2024-06-10
0000002171,002171,PACP0004BYD004,1.0,00112331,,,9999999999,2024-01-08,9999999988,2024-06-01
0000002172,002172,PASC0260BYD001,4.0,00055354,,,9999999999,2024-05-09,9999999988,2024-06-10
0000002173,002173,PACP0004BYD001,1.0,00231989,,,9999999999,2024-06-05,9999999988,2024-06-20
0000002174,002174,PASC0260BYD001,2.0,00728914,,,9999999999,2024-05-04,9999999988,2024-06-23
0000002175,002175,PACP0004BYD001,1.0,00500190,,,9999999999,2024-05-07,9999999988,2024-05-17
0000002176,002176,PACP0004BYD001,1.0,00947064,,,9999999999,2024-02-24,9999999988,2024-03-19
0000002177,002177,PABMS006BYD004,1.0,00059892,,,9999999999,2024-06-18,9999999988,2024-06-24
0000002178,002178,PASC0260BYD001,3.0,00724241,,,9999999999,2024-02-07,9999999988,2024-05-03
0000002179,002179,PACP0004BYD001,1.0,00086120,,,9999999999,2024-05-13,9999999988,2024-07-25
0000002180,002180,PASC0260BYD001,1.0,00058999,,,9999999999,2024-04-11,9999999988,2024-07-10
0000002181,002181,PABMS006BYD004,1.0,00899164,,,9999999999,2024-04-14,9999999988,2024-04-16
0000002182,002182,PATI0190BYD001,1.0,00494109,,,9999999999,2024-05-31,9999999988,2024-06-26
0000002183,002183,PACP0004BYD001,1.0,00949716,,,9999999999,2024-06-18,9999999988,2024-07-24
0000002184,002184,PAPEC007BYD001,1.0,00366334,,,9999999999,2024-01-30,9999999988,2024-04-27
0000002185,002185,PAWS0210BYD003,1.0,00739373,,,9999999999,2024-03-14,9999999988,2024-05-02
0000002186,002186,PACL0310BYD001,2.0,00388926,,,9999999999,2024-05-23,9999999988,2024-07-11
0000002187,002187,PABP0001BYD003,1.0,00141603,,,9999999999,2024-04-11,9999999988,2024-06-23
0000002188,002188,PAPEC007BYD003,1.0,00731826,,,9999999999,2024-02-17,9999999988,2024-07-04
0000002189,002189,PASC0260BYD001,2.0,00142076,,,9999999999,2024-03-08,9999999988,2024-07-01
0000002190,002190,PACP0004BYD003,1.0,00442260,,,9999999999,2024-01-05,9999999988,2024-07-21
0000002191,002191,PATI0190BYD005,4.0,00776989,,,9999999999,2024-02-03,9999999988,2024-07-16
0000002192,002192,PACP0004BYD001,1.0,00118958,,,9999999999,2024-06-18,9999999988,2024-07-03
0000002193,002193,PAEM0002BYD004,1.0,00960150,,,9999999999,2024-04-13,9999999988,2024-06-14
0000002194,002194,PASC0260BYD001,3.0,00141627,,,9999999999,2024-02-29,9999999988,2024-03-29
0000002195,002195,PASC0260BYD001,3.0,00787201,,,9999999999,2024-03-28,9999999988,2024-04-08
0000002196,002196,PASC0260BYD001,1.0,00038569,,,9999999999,2024-05-03,9999999988,2024-05-31
0000002197,002197,PASC0260BYD001,3.0,00564376,,,9999999999,2024-02-07,9999999988,2024-02-17
0000002198,002198,PACP0004BYD003,1.0,00864204,,,9999999999,2024-04-18,9999999988,2024-06-12
0000002199,002199,PABP0001BYD002,1.0,00926094,,,9999999999,2024-06-26,9999999988,2024-06-27
0000002200,002200,PASC0260BYD001,4.0,00903765,,,9999999999,2024-04-17,9999999988,2024-04-21
0000002201,002201,PACP0004BYD001,1.0,00169233,,,9999999999,2024-07-22,9999999988,2024-07-25
0000002202,002202,PASC0260BYD001,1.0,00760399,,,9999999999,2024-06-26,9999999988,2024-07-24
0000002203,002203,PAWS0210BYD002,1.0,00696947,,,9999999999,2024-02-06,9999999988,2024-04-09
0000002204,002204,PABMS006BYD004,1.0,00712284,,,9999999999,2024-01-14,9999999988,2024-02-15
0000002205,002205,PACP0004BYD001,1.0,00040288,,,9999999999,2024-01-19,9999999988,2024-06-04
0000002206,002206,PASC0260BYD001,3.0,00312562,,,9999999999,2024-05-31,9999999988,2024-06-10
0000002207,002207,PAHVC011BYD003,2.0,00880384,,,9999999999,2024-01-01,9999999988,2024-01-24
0000002208,002208,PARBS009BYD001,1.0,00506683,,,9999999999,2024-03-03,9999999988,2024-07-11
0000002209,002209,PASC0260BYD001,1.0,00343501,,,9999999999,2024-03-20,9999999988,2024-04-19
0000002210,002210,PAHVC011BYD002,2.0,00009231,,,9999999999,2024-06-29,9999999988,2024-07-07
0000002211,002211,PAPEC007BYD001,1.0,00568470,,,9999999999,2024-07-13,9999999988,2024-07-16
0000002212,002212,PASC0260BYD001,2.0,00019359,,,9999999999,2024-04-19,9999999988,2024-06-01
0000002213,002213,PAWS0210BYD001,1.0,00189801,,,9999999999,2024-02-11,9999999988,2024-02-18
0000002214,002214,PACP0004BYD001,1.0,00239403,,,9999999999,2024-02-28,9999999988,2024-04-15
0000002215,002215,PAPEC007BYD003,1.0,00940625,,,9999999999,2024-01-14,9999999988,2024-02-16
0000002216,002216,PASC0260BYD001,3.0,00784791,,,9999999999,2024-06-20,9999999988,2024-07-23
0000002217,002217,PACP0004BYD001,1.0,00359672,,,9999999999,2024-07-03,9999999988,2024-07-04
0000002218,002218,PACP0004BYD001,1.0,00572336,,,9999999999,2024-06-24,9999999988,2024-07-08
0000002219,002219,PABP0001BYD002,1.0,00373154,,,9999999999,2024-07-22,9999999988,2024-07-23
0000002220,002220,PACP0004BYD001,1.0,00317439,,,9999999999,2024-03-27,9999999988,2024-07-22
0000002221,002221,PABP0001BYD001,1.0,00912799,,,9999999999,2024-05-27,9999999988,2024-05-31
0000002222,002222,PASC0260BYD001,2.0,00754914,,,9999999999,2024-04-15,9999999988,2024-05-26
0000002223,002223,PABP0001BYD002,1.0,00340020,,,9999999999,2024-06-22,9999999988,2024-07-22
0000002224,002224,PABP0001BYD004,1.0,00726924,,,9999999999,2024-01-12,9999999988,2024-04-25
0000002225,002225,PATMS008BYD002,1.0,00178997,,,9999999999,2024-03-03,9999999988,2024-05-21
0000002226,002226,PAEM0002BYD004,1.0,00579532,,,9999999999,2024-07-06,9999999988,2024-07-25
0000002227,002227,PABP0001BYD001,1.0,00229087,,,9999999999,2024-04-15,9999999988,2024-05-10
0000002228,002228,PAIN0003BYD003,1.0,00828072,,,9999999999,2024-04-14,9999999988,2024-06-28
0000002229,002229,PASC0260BYD001,3.0,00721748,,,9999999999,2024-06-28,9999999988,2024-07-15
0000002230,002230,PAHVC011BYD005,1.0,00867695,,,9999999999,2024-01-19,9999999988,2024-04-26
0000002231,002231,PAPEC007BYD001,1.0,00814255,,,9999999999,2024-02-19,9999999988,2024-05-05
0000002232,002232,PAHVC011BYD001,2.0,00627172,,,9999999999,2024-01-14,9999999988,2024-04-03
0000002233,002233,PAHVC011BYD005,4.0,00909476,,,9999999999,2024-04-08,9999999988,2024-06-29
0000002234,002234,PASC0260BYD001,2.0,00822207,,,9999999999,2024-07-01,9999999988,2024-07-01
0000002235,002235,PASC0260BYD001,1.0,00036224,,,9999999999,2024-05-05,9999999988,2024-05-08
0000002236,002236,PATMS008BYD001,1.0,00711398,,,9999999999,2024-03-23,9999999988,2024-05-11
0000002237,002237,PAIN0003BYD003,1.0,00581702,,,9999999999,2024-04-21,9999999988,2024-06-16
0000002238,002238,PACP0004BYD001,1.0,00244133,,,9999999999,2024-05-20,9999999988,2024-06-14
0000002239,002239,PASC0260BYD001,4.0,00591005,,,9999999999,2024-05-01,9999999988,2024-05-16
0000002240,002240,PACP0004BYD001,1.0,00988335,,,9999999999,2024-03-22,9999999988,2024-03-25
0000002241,002241,PABP0001BYD001,1.0,00919961,,,9999999999,2024-05-01,9999999988,2024-05-30
0000002242,002242,PAWS0210BYD003,1.0,00436705,,,9999999999,2024-07-05,9999999988,2024-07-05
0000002243,002243,PACP0004BYD001,1.0,00523072,,,9999999999,2024-06-05,9999999988,2024-07-01
0000002244,002244,PAPEC007BYD003,1.0,00163670,,,9999999999,2024-02-27,9999999988,2024-05-19
0000002245,002245,PAPEC007BYD002,1.0,00793174,,,9999999999,2024-06-24,9999999988,2024-07-13
0000002246,002246,PACAF034BYD003,1.0,00693834,,,9999999999,2024-06-15,9999999988,2024-07-08
0000002247,002247,PATMS008BYD005,1.0,00117904,,,9999999999,2024-05-09,9999999988,2024-05-27
0000002248,002248,PAPEC007BYD001,1.0,00101720,,,9999999999,2024-01-06,9999999988,2024-01-17
0000002249,002249,PATI0190BYD005,2.0,00768541,,,9999999999,2024-05-30,9999999988,2024-07-19
0000002250,002250,PASC0260BYD001,3.0,00235082,,,9999999999,2024-04-23,9999999988,2024-04-25
0000002251,002251,PACP0004BYD001,1.0,00605598,,,9999999999,2024-04-04,9999999988,2024-05-18
0000002252,002252,PACP0004BYD005,1.0,00279935,,,9999999999,2024-01-04,9999999988,2024-01-24
0000002253,002253,PASC0260BYD001,3.0,00705534,,,9999999999,2024-04-05,9999999988,2024-04-06
0000002254,002254,PASC0260BYD001,1.0,00044935,,,9999999999,2024-01-26,9999999988,2024-06-17
0000002255,002255,PASC0260BYD001,3.0,00879269,,,9999999999,2024-02-07,9999999988,2024-05-17
0000002256,002256,PATI0190BYD002,3.0,00619573,,,9999999999,2024-05-21,9999999988,2024-06-03
0000002257,002257,PASC0260BYD001,2.0,00984541,,,9999999999,2024-05-20,9999999988,2024-06-06
0000002258,002258,PACP0004BYD001,1.0,00945742,,,9999999999,2024-02-23,9999999988,2024-07-01
0000002259,002259,PACP0004BYD001,1.0,00629137,,,9999999999,2024-06-07,9999999988,2024-06-13
0000002260,002260,PASC0260BYD001,3.0,00217308,,,9999999999,2024-02-28,9999999988,2024-03-08
0000002261,002261,PABP0001BYD004,1.0,00882013,,,9999999999,2024-04-03,9999999988,2024-07-20
0000002262,002262,PABP0001BYD002,1.0,00687714,,,9999999999,2024-01-19,9999999988,2024-02-29
0000002263,002263,PATI0190BYD001,4.0,00079657,,,9999999999,2024-07-11,9999999988,2024-07-16
0000002264,002264,PAHVC011BYD003,4.0,00245320,,,9999999999,2024-01-03,9999999988,2024-05-28
0000002265,002265,PASC0260BYD001,4.0,00176476,,,9999999999,2024-07-12,9999999988,2024-07-18
0000002266,002266,PAPEC007BYD005,1.0,00020132,,,9999999999,2024-02-19,9999999988,2024-03-31
0000002267,002267,PABP0170BYD001,3.0,00198493,,,9999999999,2024-02-09,9999999988,2024-03-16
0000002268,002268,PAEAC015BYD003,1.0,00367104,,,9999999999,2024-04-21,9999999988,2024-05-22
0000002269,002269,PACP0004BYD001,1.0,00270599,,,9999999999,2024-06-23,9999999988,2024-07-21
0000002270,002270,PABP0001BYD005,1.0,00608587,,,9999999999,2024-03-20,9999999988,2024-04-29
0000002271,002271,PACL0310BYD003,3.0,00769701,,,9999999999,2024-07-20,9999999988,2024-07-20
0000002272,002272,PASC0260BYD001,3.0,00431818,,,9999999999,2024-07-22,9999999988,2024-07-22
0000002273,002273,PACP0004BYD001,1.0,00112835,,,9999999999,2024-02-29,9999999988,2024-06-08
0000002274,002274,PASC0260BYD001,2.0,00384435,,,9999999999,2024-07-19,9999999988,2024-07-20
0000002275,002275,PACP0004BYD001,1.0,00200280,,,9999999999,2024-06-22,9999999988,2024-07-02
0000002276,002276,PABP0001BYD003,1.0,00619033,,,9999999999,2024-07-02,9999999988,2024-07-07
0000002277,002277,PARBS009BYD003,1.0,00798877,,,9999999999,2024-04-08,9999999988,2024-06-28
0000002278,002278,PASC0260BYD001,4.0,00743084,,,9999999999,2024-07-24,9999999988,2024-07-25
0000002279,002279,PAPEC007BYD001,1.0,00367919,,,9999999999,2024-03-25,9999999988,2024-03-30
0000002280,002280,PAIN0003BYD002,1.0,00370188,,,9999999999,2024-01-11,9999999988,2024-01-12
0000002281,002281,PASC0260BYD001,3.0,00320332,,,9999999999,2024-04-23,9999999988,2024-06-07
0000002282,002282,PASC0260BYD002,2.0,00290015,,,9999999999,2024-07-23,9999999988,2024-07-23
0000002283,002283,PACP0004BYD001,1.0,00083127,,,9999999999,2024-06-28,9999999988,2024-07-15
0000002284,002284,PAHVC011BYD003,1.0,00316271,,,9999999999,2024-04-17,9999999988,2024-04-22
0000002285,002285,PAEM0002BYD003,1.0,00155681,,,9999999999,2024-07-08,9999999988,2024-07-16
0000002286,002286,PAHVC011BYD003,2.0,00797012,,,9999999999,2024-03-09,9999999988,2024-06-21
0000002287,002287,PABP0001BYD002,1.0,00443238,,,9999999999,2024-06-23,9999999988,2024-06-27
0000002288,002288,PACAF034BYD003,1.0,00469091,,,9999999999,2024-02-19,9999999988,2024-07-10
0000002289,002289,PACP0004BYD001,1.0,00121744,,,9999999999,2024-02-15,9999999988,2024-07-13
0000002290,002290,PABMS006BYD003,1.0,00819806,,,9999999999,2024-01-20,9999999988,2024-04-14
0000002291,002291,PACAF034BYD003,1.0,00707267,,,9999999999,2024-01-27,9999999988,2024-07-10
0000002292,002292,PAPEC007BYD001,1.0,00020772,,,9999999999,2024-02-26,9999999988,2024-05-28
0000002293,002293,PACP0004BYD001,1.0,00057981,,,9999999999,2024-02-27,9999999988,2024-07-05
0000002294,002294,PATMS008BYD003,1.0,00148325,,,9999999999,2024-03-02,9999999988,2024-06-16
0000002295,002295,PASC0260BYD001,3.0,00110581,,,9999999999,2024-01-07,9999999988,2024-05-02
0000002296,002296,PACAF034BYD004,1.0,00521123,,,9999999999,2024-02-04,9999999988,2024-04-21
0000002297,002297,PABP0001BYD001,1.0,00661116,,,9999999999,2024-06-25,9999999988,2024-07-20
0000002298,002298,PACP0004BYD005,1.0,00587449,,,9999999999,2024-02-21,9999999988,2024-05-20
0000002299,002299,PASC0260BYD001,1.0,00174203,,,9999999999,2024-02-06,9999999988,2024-03-16
0000002300,002300,PACP0004BYD001,1.0,00503932,,,9999999999,2024-05-02,9999999988,2024-05-22
0000002301,002301,PACP0004BYD003,1.0,00017201,,,9999999999,2024-03-29,9999999988,2024-05-24
0000002302,002302,PABMS006BYD002,1.0,00043490,,,9999999999,2024-06-07,9999999988,2024-06-24
0000002303,002303,PAHVC011BYD003,4.0,00442744,,,9999999999,2024-05-08,9999999988,2024-05-24
0000002304,002304,PABP0001BYD002,1.0,00803080,,,9999999999,2024-03-03,9999999988,2024-04-07
0000002305,002305,PACP0004BYD003,1.0,00686037,,,9999999999,2024-01-19,9999999988,2024-05-06
0000002306,002306,PABP0001BYD003,1.0,00427752,,,9999999999,2024-01-03,9999999988,2024-03-17
0000002307,002307,PASC0260BYD001,1.0,00635706,,,9999999999,2024-01-12,9999999988,2024-06-26
0000002308,002308,PAHVC011BYD003,2.0,00247205,,,9999999999,2024-04-16,9999999988,2024-06-06
0000002309,002309,PAPEC007BYD005,1.0,00668891,,,9999999999,2024-04-16,9999999988,2024-05-28
0000002310,002310,PAEM0002BYD001,1.0,00838752,,,9999999999,2024-01-31,9999999988,2024-05-16
0000002311,002311,PASC0260BYD001,2.0,00020677,,,9999999999,2024-03-29,9999999988,2024-05-30
0000002312,002312,PASC0260BYD001,1.0,00203723,,,9999999999,2024-05-21,9999999988,2024-07-24
0000002313,002313,PABMS006BYD001,1.0,00514009,,,9999999999,2024-01-19,9999999988,2024-04-19
0000002314,002314,PASC0260BYD001,3.0,00294208,,,9999999999,2024-04-01,9999999988,2024-04-04
0000002315,002315,PACP0004BYD001,1.0,00947673,,,9999999999,2024-05-31,9999999988,2024-06-25
0000002316,002316,PABP0001BYD002,1.0,00094217,,,9999999999,2024-05-07,9999999988,2024-06-13
0000002317,002317,PASC0260BYD001,1.0,00357571,,,9999999999,2024-06-02,9999999988,2024-07-20
0000002318,002318,PASC0260BYD001,4.0,00134413,,,9999999999,2024-04-27,9999999988,2024-07-08
0000002319,002319,PATMS008BYD003,1.0,00411997,,,9999999999,2024-02-08,9999999988,2024-03-30
0000002320,002320,PACP0004BYD001,1.0,00076514,,,9999999999,2024-05-23,9999999988,2024-07-22
0000002321,002321,PASC0260BYD001,4.0,00708480,,,9999999999,2024-07-14,9999999988,2024-07-24
0000002322,002322,PATI0190BYD001,2.0,00472604,,,9999999999,2024-05-25,9999999988,2024-05-27
0000002323,002323,PACP0004BYD001,1.0,00542565,,,9999999999,2024-06-02,9999999988,2024-07-14
0000002324,002324,PACAF034BYD003,1.0,00805209,,,9999999999,2024-02-12,9999999988,2024-05-04
0000002325,002325,PABMS006BYD001,1.0,00372277,,,9999999999,2024-04-23,9999999988,2024-05-23
0000002326,002326,PASC0260BYD001,2.0,00617399,,,9999999999,2024-06-22,9999999988,2024-06-22
0000002327,002327,PASC0260BYD001,1.0,00808504,,,9999999999,2024-07-22,9999999988,2024-07-22
0000002328,002328,PAEM0002BYD001,1.0,00788393,,,9999999999,2024-05-07,9999999988,2024-07-19
0000002329,002329,PASC0260BYD001,4.0,00722785,,,9999999999,2024-04-13,9999999988,2024-06-17
0000002330,002330,PASC0260BYD001,3.0,00536233,,,9999999999,2024-03-28,9999999988,2024-05-07
0000002331,002331,PACP0004BYD001,1.0,00031609,,,9999999999,2024-06-28,9999999988,2024-07-08
0000002332,002332,PACL0310BYD003,3.0,00926057,,,9999999999,2024-03-18,9999999988,2024-03-22
0000002333,002333,PACP0004BYD002,1.0,00921152,,,9999999999,2024-05-18,9999999988,2024-06-02
0000002334,002334,PASC0260BYD001,1.0,00916548,,,9999999999,2024-01-11,9999999988,2024-06-06
0000002335,002335,PACP0004BYD001,1.0,00425573,,,9999999999,2024-04-02,9999999988,2024-07-09
0000002336,002336,PACP0004BYD001,1.0,00777549,,,9999999999,2024-02-02,9999999988,2024-06-14
0000002337,002337,PABP0001BYD003,1.0,00163968,,,9999999999,2024-07-05,9999999988,2024-07-18
0000002338,002338,PARBS009BYD004,1.0,00438125,,,9999999999,2024-06-30,9999999988,2024-07-06
0000002339,002339,PASC0260BYD001,2.0,00713097,,,9999999999,2024-03-16,9999999988,2024-06-30
0000002340,002340,PACP0004BYD005,1.0,00488451,,,9999999999,2024-01-27,9999999988,2024-03-28
0000002341,002341,PACAF034BYD003,1.0,00990877,,,9999999999,2024-04-28,9999999988,2024-05-17
0000002342,002342,PABP0001BYD004,1.0,00263619,,,9999999999,2024-05-23,9999999988,2024-06-18
0000002343,002343,PAWS0210BYD002,1.0,00426910,,,9999999999,2024-03-30,9999999988,2024-06-10
0000002344,002344,PABMS006BYD001,1.0,00347734,,,9999999999,2024-01-19,9999999988,2024-01-24
0000002345,002345,PAIN0003BYD003,1.0,00432213,,,9999999999,2024-03-02,9999999988,2024-07-08
0000002346,002346,PACP0004BYD001,1.0,00155005,,,9999999999,2024-01-18,9999999988,2024-01-27
0000002347,002347,PASC0260BYD001,3.0,00159369,,,9999999999,2024-03-27,9999999988,2024-06-26
0000002348,002348,PASC0260BYD001,3.0,00742987,,,9999999999,2024-06-04,9999999988,2024-07-12
0000002349,002349,PASC0260BYD001,4.0,00124513,,,9999999999,2024-02-22,9999999988,2024-07-22
0000002350,002350,PASC0260BYD001,4.0,00968300,,,9999999999,2024-05-10,9999999988,2024-07-09
0000002351,002351,PAPEC007BYD001,1.0,00685579,,,9999999999,2024-07-11,9999999988,2024-07-11
0000002352,002352,PATMS008BYD003,1.0,00753408,,,9999999999,2024-03-29,9999999988,2024-07-11
0000002353,002353,PASC0260BYD001,1.0,00385116,,,9999999999,2024-07-24,9999999988,2024-07-24
0000002354,002354,PARBS009BYD004,1.0,00160713,,,9999999999,2024-05-13,9999999988,2024-05-23
0000002355,002355,PASC0260BYD001,1.0,00952424,,,9999999999,2024-05-24,9999999988,2024-06-17
0000002356,002356,PASC0260BYD001,2.0,00706390,,,9999999999,2024-03-10,9999999988,2024-05-20
0000002357,002357,PAIN0003BYD004,1.0,00750769,,,9999999999,2024-02-08,9999999988,2024-04-10
0000002358,002358,PASC0260BYD001,1.0,00872931,,,9999999999,2024-06-23,9999999988,2024-07-09
0000002359,002359,PAHVC011BYD004,4.0,00267388,,,9999999999,2024-01-12,9999999988,2024-06-06
0000002360,002360,PABP0001BYD002,1.0,00369606,,,9999999999,2024-06-15,9999999988,2024-06-20
0000002361,002361,PABP0001BYD002,1.0,00948308,,,9999999999,2024-04-13,9999999988,2024-06-18
0000002362,002362,PACP0004BYD001,1.0,00796222,,,9999999999,2024-02-29,9999999988,2024-05-30
0000002363,002363,PASC0260BYD001,3.0,00980774,,,9999999999,2024-06-11,9999999988,2024-06-13
0000002364,002364,PASC0260BYD001,4.0,00398070,,,9999999999,2024-01-22,9999999988,2024-07-14
0000002365,002365,PAPEC007BYD002,1.0,00032010,,,9999999999,2024-03-11,9999999988,2024-07-09
0000002366,002366,PASC0260BYD001,3.0,00132879,,,9999999999,2024-07-07,9999999988,2024-07-21
0000002367,002367,PACP0004BYD001,1.0,00442830,,,9999999999,2024-04-27,9999999988,2024-07-21
0000002368,002368,PABP0001BYD001,1.0,00252941,,,9999999999,2024-06-28,9999999988,2024-06-30
0000002369,002369,PASC0260BYD001,1.0,00221472,,,9999999999,2024-02-13,9999999988,2024-07-23
0000002370,002370,PASC0260BYD001,4.0,00780942,,,9999999999,2024-02-25,9999999988,2024-07-16
0000002371,002371,PACAF034BYD003,1.0,00471976,,,9999999999,2024-02-09,9999999988,2024-07-05
0000002372,002372,PACP0004BYD001,1.0,00444934,,,9999999999,2024-07-10,9999999988,2024-07-20
0000002373,002373,PASC0260BYD001,4.0,00922665,,,9999999999,2024-06-28,9999999988,2024-07-12
0000002374,002374,PATMS008BYD002,1.0,00889490,,,9999999999,2024-02-25,9999999988,2024-04-03
0000002375,002375,PABMS006BYD005,1.0,00189959,,,9999999999,2024-05-02,9999999988,2024-06-06
0000002376,002376,PABP0001BYD001,1.0,00745584,,,9999999999,2024-06-15,9999999988,2024-06-28
0000002377,002377,PACP0004BYD001,1.0,00120455,,,9999999999,2024-07-22,9999999988,2024-07-25
0000002378,002378,PAIN0003BYD003,1.0,00939442,,,9999999999,2024-06-03,9999999988,2024-06-29
0000002379,002379,PABP0001BYD003,1.0,00336362,,,9999999999,2024-02-13,9999999988,2024-05-17
0000002380,002380,PABP0001BYD004,1.0,00524054,,,9999999999,2024-06-29,9999999988,2024-07-24
0000002381,002381,PASC0260BYD001,2.0,00099691,,,9999999999,2024-01-03,9999999988,2024-02-28
0000002382,002382,PACP0004BYD001,1.0,00258500,,,9999999999,2024-05-17,9999999988,2024-07-13
