roSalePartId,dealerOrderId,partCode,partQuantity,createBy,createDate,updateBy,updateDate
0000001902,001902,PASC0260BYD001,1.0,9999999999,2024-05-19,9999999988,2024-07-08
0000001903,001903,PASC0260BYD001,2.0,9999999999,2024-04-11,9999999988,2024-04-30
0000001904,001904,PACP0004BYD004,1.0,9999999999,2024-05-28,9999999988,2024-06-13
0000001905,001905,PABMS006BYD003,1.0,9999999999,2024-04-20,9999999988,2024-06-14
0000001906,001906,PASC0260BYD001,2.0,9999999999,2024-06-04,9999999988,2024-06-25
0000001907,001907,PAHVC011BYD004,2.0,9999999999,2024-04-20,9999999988,2024-07-08
0000001908,001908,PASC0260BYD004,4.0,9999999999,2024-05-18,9999999988,2024-06-27
0000001909,001909,PACP0004BYD001,1.0,9999999999,2024-07-11,9999999988,2024-07-23
0000001910,001910,PASC0260BYD001,1.0,9999999999,2024-07-07,9999999988,2024-07-08
0000001911,001911,PACP0004BYD001,1.0,9999999999,2024-03-05,9999999988,2024-04-16
0000001912,001912,PABMS006BYD004,1.0,9999999999,2024-04-23,9999999988,2024-04-26
0000001913,001913,PACP0004BYD001,1.0,9999999999,2024-06-08,9999999988,2024-07-14
0000001914,001914,PACP0004BYD001,1.0,9999999999,2024-01-09,9999999988,2024-04-18
0000001915,001915,PASC0260BYD001,1.0,9999999999,2024-05-21,9999999988,2024-07-23
0000001916,001916,PAHVC011BYD002,2.0,9999999999,2024-06-29,9999999988,2024-07-04
0000001917,001917,PAPEC007BYD003,1.0,9999999999,2024-01-16,9999999988,2024-05-24
0000001918,001918,PASC0260BYD001,4.0,9999999999,2024-05-15,9999999988,2024-06-18
0000001919,001919,PASC0260BYD001,4.0,9999999999,2024-02-08,9999999988,2024-02-22
0000001920,001920,PASC0260BYD001,3.0,9999999999,2024-06-09,9999999988,2024-06-19
0000001921,001921,PACP0004BYD001,1.0,9999999999,2024-07-03,9999999988,2024-07-08
0000001922,001922,PASC0260BYD001,4.0,9999999999,2024-06-13,9999999988,2024-07-07
0000001923,001923,PASC0260BYD001,1.0,9999999999,2024-02-04,9999999988,2024-02-18
0000001924,001924,PASC0260BYD001,1.0,9999999999,2024-05-21,9999999988,2024-06-26
0000001925,001925,PASC0260BYD001,4.0,9999999999,2024-03-27,9999999988,2024-05-24
0000001926,001926,PASC0260BYD001,2.0,9999999999,2024-01-23,9999999988,2024-06-30
0000001927,001927,PASC0260BYD001,2.0,9999999999,2024-04-22,9999999988,2024-05-31
0000001928,001928,PAEAC015BYD003,1.0,9999999999,2024-01-20,9999999988,2024-04-17
0000001929,001929,PACP0004BYD001,1.0,9999999999,2024-05-16,9999999988,2024-05-19
0000001930,001930,PASC0260BYD001,2.0,9999999999,2024-06-21,9999999988,2024-07-22
0000001931,001931,PASC0260BYD001,3.0,9999999999,2024-06-14,9999999988,2024-06-17
0000001932,001932,PASC0260BYD001,1.0,9999999999,2024-06-04,9999999988,2024-07-08
0000001933,001933,PASC0260BYD001,3.0,9999999999,2024-02-02,9999999988,2024-03-20
0000001934,001934,PAPEC007BYD003,1.0,9999999999,2024-07-06,9999999988,2024-07-15
0000001935,001935,PABP0001BYD002,1.0,9999999999,2024-06-03,9999999988,2024-06-17
0000001936,001936,PACP0004BYD005,1.0,9999999999,2024-03-03,9999999988,2024-05-04
0000001937,001937,PASC0260BYD001,2.0,9999999999,2024-05-15,9999999988,2024-07-25
0000001938,001938,PABP0001BYD002,1.0,9999999999,2024-03-30,9999999988,2024-06-14
0000001939,001939,PACAF034BYD003,1.0,9999999999,2024-03-28,9999999988,2024-04-26
0000001940,001940,PAIN0003BYD005,1.0,9999999999,2024-01-23,9999999988,2024-06-24
0000001941,001941,PABP0001BYD004,1.0,9999999999,2024-01-07,9999999988,2024-04-06
0000001942,001942,PABP0170BYD003,8.0,9999999999,2024-03-09,9999999988,2024-04-12
0000001943,001943,PARBS009BYD001,1.0,9999999999,2024-04-09,9999999988,2024-04-17
0000001944,001944,PAHVC011BYD003,3.0,9999999999,2024-07-21,9999999988,2024-07-23
0000001945,001945,PASC0260BYD001,4.0,9999999999,2024-04-22,9999999988,2024-06-24
0000001946,001946,PASC0260BYD001,4.0,9999999999,2024-01-09,9999999988,2024-06-13
0000001947,001947,PACP0004BYD001,1.0,9999999999,2024-06-19,9999999988,2024-07-10
0000001948,001948,PASC0260BYD001,1.0,9999999999,2024-02-17,9999999988,2024-07-06
0000001949,001949,PASC0260BYD001,3.0,9999999999,2024-03-17,9999999988,2024-07-01
0000001950,001950,PAIN0003BYD003,1.0,9999999999,2024-06-01,9999999988,2024-06-12
0000001951,001951,PASC0260BYD001,2.0,9999999999,2024-06-29,9999999988,2024-07-18
0000001952,001952,PASC0260BYD001,3.0,9999999999,2024-01-31,9999999988,2024-04-05
0000001953,001953,PABP0001BYD005,1.0,9999999999,2024-05-03,9999999988,2024-05-21
0000001954,001954,PASC0260BYD001,2.0,9999999999,2024-06-22,9999999988,2024-07-25
0000001955,001955,PASC0260BYD001,3.0,9999999999,2024-05-15,9999999988,2024-06-21
0000001956,001956,PABMS006BYD003,1.0,9999999999,2024-02-29,9999999988,2024-05-27
0000001957,001957,PACP0004BYD003,1.0,9999999999,2024-07-08,9999999988,2024-07-12
0000001958,001958,PACP0004BYD001,1.0,9999999999,2024-04-13,9999999988,2024-05-04
0000001959,001959,PATI0190BYD003,2.0,9999999999,2024-06-03,9999999988,2024-06-18
0000001960,001960,PABP0001BYD001,1.0,9999999999,2024-02-21,9999999988,2024-05-18
0000001961,001961,PASC0260BYD001,1.0,9999999999,2024-05-08,9999999988,2024-05-13
0000001962,001962,PAPEC007BYD005,1.0,9999999999,2024-04-24,9999999988,2024-06-30
0000001963,001963,PAPEC007BYD005,1.0,9999999999,2024-04-23,9999999988,2024-07-24
0000001964,001964,PABP0001BYD002,1.0,9999999999,2024-01-21,9999999988,2024-03-01
0000001965,001965,PASC0260BYD001,4.0,9999999999,2024-07-15,9999999988,2024-07-25
0000001966,001966,PASC0260BYD001,4.0,9999999999,2024-07-13,9999999988,2024-07-22
0000001967,001967,PASC0260BYD001,3.0,9999999999,2024-07-11,9999999988,2024-07-13
0000001968,001968,PATI0190BYD001,4.0,9999999999,2024-05-03,9999999988,2024-07-05
0000001969,001969,PABP0001BYD002,1.0,9999999999,2024-03-02,9999999988,2024-06-27
0000001970,001970,PABP0170BYD003,3.0,9999999999,2024-06-19,9999999988,2024-07-12
0000001971,001971,PASC0260BYD001,2.0,9999999999,2024-01-27,9999999988,2024-02-08
0000001972,001972,PAEM0002BYD001,1.0,9999999999,2024-05-18,9999999988,2024-05-24
0000001973,001973,PABP0001BYD001,1.0,9999999999,2024-05-16,9999999988,2024-06-19
0000001974,001974,PASC0260BYD001,2.0,9999999999,2024-07-02,9999999988,2024-07-02
0000001975,001975,PASC0260BYD001,1.0,9999999999,2024-01-20,9999999988,2024-06-07
0000001976,001976,PABMS006BYD003,1.0,9999999999,2024-01-11,9999999988,2024-01-20
0000001977,001977,PAEAC015BYD001,1.0,9999999999,2024-01-25,9999999988,2024-07-21
0000001978,001978,PAIN0003BYD001,1.0,9999999999,2024-01-08,9999999988,2024-01-11
0000001979,001979,PACP0004BYD003,1.0,9999999999,2024-01-19,9999999988,2024-04-06
0000001980,001980,PASC0260BYD001,1.0,9999999999,2024-02-29,9999999988,2024-07-20
0000001981,001981,PABMS006BYD003,1.0,9999999999,2024-02-10,9999999988,2024-05-26
0000001982,001982,PASC0260BYD001,4.0,9999999999,2024-01-18,9999999988,2024-07-16
0000001983,001983,PACL0310BYD001,5.0,9999999999,2024-02-05,9999999988,2024-04-29
0000001984,001984,PABMS006BYD001,1.0,9999999999,2024-03-06,9999999988,2024-06-28
0000001985,001985,PACP0004BYD001,1.0,9999999999,2024-02-03,9999999988,2024-07-19
0000001986,001986,PAPEC007BYD001,1.0,9999999999,2024-03-27,9999999988,2024-05-28
0000001987,001987,PACP0004BYD001,1.0,9999999999,2024-04-07,9999999988,2024-07-24
0000001988,001988,PABP0170BYD001,4.0,9999999999,2024-06-05,9999999988,2024-06-29
0000001989,001989,PAPEC007BYD003,1.0,9999999999,2024-01-02,9999999988,2024-02-02
0000001990,001990,PAPEC007BYD005,1.0,9999999999,2024-05-30,9999999988,2024-06-21
0000001991,001991,PASC0260BYD001,1.0,9999999999,2024-03-07,9999999988,2024-06-17
0000001992,001992,PASC0260BYD001,3.0,9999999999,2024-03-17,9999999988,2024-07-04
0000001993,001993,PABP0001BYD001,1.0,9999999999,2024-07-06,9999999988,2024-07-14
0000001994,001994,PACP0004BYD003,1.0,9999999999,2024-06-17,9999999988,2024-06-24
0000001995,001995,PASC0260BYD001,4.0,9999999999,2024-01-03,9999999988,2024-03-15
0000001996,001996,PACP0004BYD001,1.0,9999999999,2024-05-03,9999999988,2024-06-13
0000001997,001997,PABP0001BYD002,1.0,9999999999,2024-03-17,9999999988,2024-07-02
0000001998,001998,PACP0004BYD001,1.0,9999999999,2024-01-26,9999999988,2024-07-22
0000001999,001999,PACP0004BYD002,1.0,9999999999,2024-06-02,9999999988,2024-07-21
0000002000,002000,PAIN0003BYD001,1.0,9999999999,2024-07-12,9999999988,2024-07-19
0000002001,002001,PASC0260BYD001,1.0,9999999999,2024-06-06,9999999988,2024-07-02
0000002002,002002,PAIN0003BYD005,1.0,9999999999,2024-04-16,9999999988,2024-06-11
0000002003,002003,PASC0260BYD001,2.0,9999999999,2024-04-25,9999999988,2024-05-03
0000002004,002004,PAHVC011BYD001,4.0,9999999999,2024-03-19,9999999988,2024-04-17
0000002005,002005,PASC0260BYD001,2.0,9999999999,2024-06-27,9999999988,2024-07-14
0000002006,002006,PACL0310BYD001,3.0,9999999999,2024-07-04,9999999988,2024-07-10
0000002007,002007,PABP0001BYD004,1.0,9999999999,2024-01-23,9999999988,2024-06-21
0000002008,002008,PAHVC011BYD005,2.0,9999999999,2024-01-18,9999999988,2024-03-05
0000002009,002009,PABP0001BYD002,1.0,9999999999,2024-05-09,9999999988,2024-06-12
0000002010,002010,PACP0004BYD001,1.0,9999999999,2024-07-07,9999999988,2024-07-10
0000002011,002011,PACAF034BYD003,1.0,9999999999,2024-06-29,9999999988,2024-07-04
0000002012,002012,PAPEC007BYD005,1.0,9999999999,2024-06-06,9999999988,2024-06-12
0000002013,002013,PAPEC007BYD004,1.0,9999999999,2024-07-07,9999999988,2024-07-25
0000002014,002014,PASC0260BYD001,3.0,9999999999,2024-02-03,9999999988,2024-05-02
0000002015,002015,PACAF034BYD004,1.0,9999999999,2024-01-29,9999999988,2024-06-18
0000002016,002016,PACL0310BYD001,1.0,9999999999,2024-03-09,9999999988,2024-03-20
0000002017,002017,PACP0004BYD001,1.0,9999999999,2024-04-23,9999999988,2024-07-14
0000002018,002018,PAIN0003BYD001,1.0,9999999999,2024-01-06,9999999988,2024-07-09
0000002019,002019,PASC0260BYD001,4.0,9999999999,2024-03-01,9999999988,2024-05-20
0000002020,002020,PAPEC007BYD003,1.0,9999999999,2024-05-15,9999999988,2024-05-20
0000002021,002021,PAIN0003BYD003,1.0,9999999999,2024-02-19,9999999988,2024-06-26
0000002022,002022,PARBS009BYD003,1.0,9999999999,2024-07-03,9999999988,2024-07-07
0000002023,002023,PABMS006BYD004,1.0,9999999999,2024-01-05,9999999988,2024-05-10
0000002024,002024,PAHVC011BYD005,1.0,9999999999,2024-02-03,9999999988,2024-07-10
0000002025,002025,PASC0260BYD001,3.0,9999999999,2024-03-23,9999999988,2024-07-13
0000002026,002026,PAIN0003BYD003,1.0,9999999999,2024-02-06,9999999988,2024-02-13
0000002027,002027,PASC0260BYD001,1.0,9999999999,2024-02-09,9999999988,2024-02-11
0000002028,002028,PASC0260BYD001,1.0,9999999999,2024-04-27,9999999988,2024-04-29
0000002029,002029,PASC0260BYD001,4.0,9999999999,2024-02-07,9999999988,2024-05-02
0000002030,002030,PACP0004BYD005,1.0,9999999999,2024-03-05,9999999988,2024-07-06
0000002031,002031,PASC0260BYD001,2.0,9999999999,2024-02-11,9999999988,2024-06-02
0000002032,002032,PASC0260BYD001,3.0,9999999999,2024-01-21,9999999988,2024-04-05
0000002033,002033,PASC0260BYD001,2.0,9999999999,2024-05-18,9999999988,2024-07-07
0000002034,002034,PASC0260BYD001,2.0,9999999999,2024-01-05,9999999988,2024-06-04
0000002035,002035,PABP0001BYD002,1.0,9999999999,2024-06-03,9999999988,2024-07-21
0000002036,002036,PASC0260BYD001,2.0,9999999999,2024-07-12,9999999988,2024-07-25
0000002037,002037,PAHVC011BYD005,2.0,9999999999,2024-04-19,9999999988,2024-06-02
0000002038,002038,PABP0001BYD004,1.0,9999999999,2024-03-10,9999999988,2024-03-10
0000002039,002039,PACP0004BYD001,1.0,9999999999,2024-03-08,9999999988,2024-07-13
0000002040,002040,PAPEC007BYD003,1.0,9999999999,2024-03-10,9999999988,2024-06-15
0000002041,002041,PABP0001BYD004,1.0,9999999999,2024-03-14,9999999988,2024-05-25
0000002042,002042,PASC0260BYD001,4.0,9999999999,2024-06-18,9999999988,2024-06-21
0000002043,002043,PASC0260BYD001,3.0,9999999999,2024-01-15,9999999988,2024-07-16
0000002044,002044,PACP0004BYD001,1.0,9999999999,2024-03-31,9999999988,2024-07-20
0000002045,002045,PASC0260BYD001,3.0,9999999999,2024-05-31,9999999988,2024-06-04
0000002046,002046,PAPEC007BYD005,1.0,9999999999,2024-04-26,9999999988,2024-05-31
0000002047,002047,PABMS006BYD001,1.0,9999999999,2024-06-08,9999999988,2024-07-13
0000002048,002048,PASC0260BYD001,3.0,9999999999,2024-05-23,9999999988,2024-07-03
0000002049,002049,PABP0001BYD004,1.0,9999999999,2024-02-07,9999999988,2024-05-19
0000002050,002050,PASC0260BYD001,1.0,9999999999,2024-02-28,9999999988,2024-07-16
0000002051,002051,PABP0001BYD005,1.0,9999999999,2024-03-12,9999999988,2024-05-05
0000002052,002052,PACAF034BYD003,1.0,9999999999,2024-03-02,9999999988,2024-03-21
0000002053,002053,PASC0260BYD001,1.0,9999999999,2024-04-20,9999999988,2024-07-20
0000002054,002054,PASC0260BYD001,3.0,9999999999,2024-03-20,9999999988,2024-05-13
0000002055,002055,PASC0260BYD001,4.0,9999999999,2024-05-25,9999999988,2024-07-16
0000002056,002056,PAPEC007BYD001,1.0,9999999999,2024-03-31,9999999988,2024-05-04
0000002057,002057,PASC0260BYD001,4.0,9999999999,2024-04-14,9999999988,2024-06-14
0000002058,002058,PASC0260BYD001,3.0,9999999999,2024-04-29,9999999988,2024-07-10
0000002059,002059,PASC0260BYD001,3.0,9999999999,2024-04-07,9999999988,2024-05-01
0000002060,002060,PACP0004BYD001,1.0,9999999999,2024-01-01,9999999988,2024-02-01
0000002061,002061,PACP0004BYD001,1.0,9999999999,2024-07-04,9999999988,2024-07-20
0000002062,002062,PABP0001BYD001,1.0,9999999999,2024-04-03,9999999988,2024-07-20
0000002063,002063,PACP0004BYD001,1.0,9999999999,2024-05-08,9999999988,2024-07-19
0000002064,002064,PATI0190BYD003,3.0,9999999999,2024-05-31,9999999988,2024-06-17
0000002065,002065,PATMS008BYD003,1.0,9999999999,2024-01-21,9999999988,2024-02-11
0000002066,002066,PASC0260BYD001,2.0,9999999999,2024-02-24,9999999988,2024-03-21
0000002067,002067,PACP0004BYD001,1.0,9999999999,2024-07-12,9999999988,2024-07-19
0000002068,002068,PACAF034BYD001,1.0,9999999999,2024-07-20,9999999988,2024-07-22
0000002069,002069,PAPEC007BYD001,1.0,9999999999,2024-03-16,9999999988,2024-07-05
0000002070,002070,PACP0004BYD001,1.0,9999999999,2024-05-19,9999999988,2024-06-19
0000002071,002071,PASC0260BYD001,3.0,9999999999,2024-05-16,9999999988,2024-07-16
0000002072,002072,PABP0001BYD001,1.0,9999999999,2024-03-26,9999999988,2024-06-29
0000002073,002073,PAPEC007BYD004,1.0,9999999999,2024-03-31,9999999988,2024-05-04
0000002074,002074,PASC0260BYD001,3.0,9999999999,2024-01-02,9999999988,2024-01-13
0000002075,002075,PARBS009BYD005,1.0,9999999999,2024-05-22,9999999988,2024-06-25
0000002076,002076,PAWS0210BYD003,1.0,9999999999,2024-01-09,9999999988,2024-02-29
0000002077,002077,PASC0260BYD001,3.0,9999999999,2024-03-26,9999999988,2024-07-05
0000002078,002078,PASC0260BYD001,1.0,9999999999,2024-02-08,9999999988,2024-03-25
0000002079,002079,PABP0001BYD001,1.0,9999999999,2024-02-10,9999999988,2024-05-11
0000002080,002080,PATMS008BYD003,1.0,9999999999,2024-06-14,9999999988,2024-06-25
0000002081,002081,PAIN0003BYD004,1.0,9999999999,2024-04-23,9999999988,2024-06-12
0000002082,002082,PAPEC007BYD005,1.0,9999999999,2024-04-14,9999999988,2024-07-23
0000002083,002083,PACL0310BYD005,2.0,9999999999,2024-01-28,9999999988,2024-07-13
0000002084,002084,PASC0260BYD001,3.0,9999999999,2024-06-18,9999999988,2024-07-02
0000002085,002085,PASC0260BYD001,3.0,9999999999,2024-06-08,9999999988,2024-07-16
0000002086,002086,PACP0004BYD001,1.0,9999999999,2024-05-14,9999999988,2024-05-16
0000002087,002087,PACP0004BYD003,1.0,9999999999,2024-05-16,9999999988,2024-05-30
0000002088,002088,PASC0260BYD001,3.0,9999999999,2024-01-24,9999999988,2024-06-22
0000002089,002089,PAPEC007BYD005,1.0,9999999999,2024-05-11,9999999988,2024-05-14
0000002090,002090,PASC0260BYD001,2.0,9999999999,2024-03-07,9999999988,2024-05-16
0000002091,002091,PAPEC007BYD003,1.0,9999999999,2024-04-23,9999999988,2024-07-07
0000002092,002092,PAPEC007BYD005,1.0,9999999999,2024-05-23,9999999988,2024-06-21
0000002093,002093,PASC0260BYD001,4.0,9999999999,2024-01-26,9999999988,2024-03-21
0000002094,002094,PAPEC007BYD005,1.0,9999999999,2024-01-17,9999999988,2024-07-20
0000002095,002095,PASC0260BYD001,3.0,9999999999,2024-06-17,9999999988,2024-07-05
0000002096,002096,PABP0001BYD004,1.0,9999999999,2024-05-16,9999999988,2024-05-25
0000002097,002097,PASC0260BYD001,3.0,9999999999,2024-06-23,9999999988,2024-07-25
0000002098,002098,PASC0260BYD001,2.0,9999999999,2024-05-23,9999999988,2024-05-24
0000002099,002099,PASC0260BYD001,1.0,9999999999,2024-06-03,9999999988,2024-06-05
0000002100,002100,PASC0260BYD001,2.0,9999999999,2024-07-24,9999999988,2024-07-24
0000002101,002101,PAPEC007BYD004,1.0,9999999999,2024-07-20,9999999988,2024-07-25
0000002102,002102,PACP0004BYD001,1.0,9999999999,2024-01-01,9999999988,2024-06-03
0000002103,002103,PAEM0002BYD002,1.0,9999999999,2024-03-21,9999999988,2024-04-06
0000002104,002104,PASC0260BYD001,4.0,9999999999,2024-06-14,9999999988,2024-07-02
0000002105,002105,PASC0260BYD003,4.0,9999999999,2024-07-23,9999999988,2024-07-24
0000002106,002106,PACP0004BYD003,1.0,9999999999,2024-04-22,9999999988,2024-05-31
0000002107,002107,PAPEC007BYD005,1.0,9999999999,2024-03-03,9999999988,2024-05-23
0000002108,002108,PACP0004BYD005,1.0,9999999999,2024-06-20,9999999988,2024-07-25
0000002109,002109,PACP0004BYD001,1.0,9999999999,2024-05-07,9999999988,2024-06-19
0000002110,002110,PAWS0210BYD003,1.0,9999999999,2024-06-20,9999999988,2024-07-07
0000002111,002111,PABP0001BYD004,1.0,9999999999,2024-07-02,9999999988,2024-07-03
0000002112,002112,PASC0260BYD001,2.0,9999999999,2024-02-08,9999999988,2024-06-07
0000002113,002113,PASC0260BYD001,4.0,9999999999,2024-07-17,9999999988,2024-07-24
0000002114,002114,PASC0260BYD001,1.0,9999999999,2024-07-01,9999999988,2024-07-06
0000002115,002115,PASC0260BYD001,2.0,9999999999,2024-01-03,9999999988,2024-04-24
0000002116,002116,PASC0260BYD001,4.0,9999999999,2024-04-04,9999999988,2024-05-27
0000002117,002117,PABP0001BYD002,1.0,9999999999,2024-03-28,9999999988,2024-07-02
0000002118,002118,PABP0001BYD004,1.0,9999999999,2024-01-08,9999999988,2024-03-27
0000002119,002119,PABP0001BYD002,1.0,9999999999,2024-03-19,9999999988,2024-07-01
0000002120,002120,PABP0001BYD002,1.0,9999999999,2024-07-09,9999999988,2024-07-09
0000002121,002121,PACP0004BYD001,1.0,9999999999,2024-07-12,9999999988,2024-07-22
0000002122,002122,PACP0004BYD001,1.0,9999999999,2024-07-10,9999999988,2024-07-21
0000002123,002123,PASC0260BYD001,4.0,9999999999,2024-03-05,9999999988,2024-07-17
0000002124,002124,PASC0260BYD001,3.0,9999999999,2024-02-21,9999999988,2024-06-14
0000002125,002125,PABP0001BYD004,1.0,9999999999,2024-01-16,9999999988,2024-06-29
0000002126,002126,PAPEC007BYD002,1.0,9999999999,2024-03-05,9999999988,2024-05-07
0000002127,002127,PAPEC007BYD003,1.0,9999999999,2024-03-19,9999999988,2024-04-06
0000002128,002128,PACP0004BYD001,1.0,9999999999,2024-06-09,9999999988,2024-07-02
0000002129,002129,PACP0004BYD001,1.0,9999999999,2024-06-22,9999999988,2024-07-10
0000002130,002130,PABP0001BYD005,1.0,9999999999,2024-02-11,9999999988,2024-04-19
0000002131,002131,PABP0001BYD004,1.0,9999999999,2024-05-17,9999999988,2024-06-16
0000002132,002132,PACP0004BYD003,1.0,9999999999,2024-02-26,9999999988,2024-06-26
0000002133,002133,PABP0001BYD003,1.0,9999999999,2024-06-29,9999999988,2024-07-22
0000002134,002134,PACP0004BYD004,1.0,9999999999,2024-07-12,9999999988,2024-07-22
0000002135,002135,PAPEC007BYD003,1.0,9999999999,2024-02-29,9999999988,2024-04-20
0000002136,002136,PASC0260BYD001,4.0,9999999999,2024-05-16,9999999988,2024-06-20
0000002137,002137,PASC0260BYD001,2.0,9999999999,2024-03-10,9999999988,2024-03-19
0000002138,002138,PASC0260BYD001,4.0,9999999999,2024-07-18,9999999988,2024-07-21
0000002139,002139,PACP0004BYD001,1.0,9999999999,2024-03-19,9999999988,2024-07-15
0000002140,002140,PAEM0002BYD001,1.0,9999999999,2024-06-16,9999999988,2024-07-19
0000002141,002141,PACP0004BYD001,1.0,9999999999,2024-07-10,9999999988,2024-07-11
0000002142,002142,PABP0001BYD001,1.0,9999999999,2024-01-10,9999999988,2024-02-14
0000002143,002143,PACP0004BYD001,1.0,9999999999,2024-05-26,9999999988,2024-06-27
0000002144,002144,PAHVC011BYD001,2.0,9999999999,2024-06-02,9999999988,2024-06-23
0000002145,002145,PACP0004BYD001,1.0,9999999999,2024-06-24,9999999988,2024-07-24
0000002146,002146,PAHVC011BYD001,4.0,9999999999,2024-07-13,9999999988,2024-07-16
0000002147,002147,PACP0004BYD002,1.0,9999999999,2024-04-11,9999999988,2024-06-29
0000002148,002148,PACP0004BYD001,1.0,9999999999,2024-04-04,9999999988,2024-04-07
0000002149,002149,PAPEC007BYD003,1.0,9999999999,2024-06-05,9999999988,2024-06-29
0000002150,002150,PASC0260BYD001,2.0,9999999999,2024-06-02,9999999988,2024-06-22
0000002151,002151,PASC0260BYD001,1.0,9999999999,2024-06-10,9999999988,2024-06-10
0000002152,002152,PABP0001BYD003,1.0,9999999999,2024-02-05,9999999988,2024-07-19
0000002153,002153,PAEM0002BYD002,1.0,9999999999,2024-01-03,9999999988,2024-03-29
0000002154,002154,PASC0260BYD001,3.0,9999999999,2024-02-17,9999999988,2024-06-07
0000002155,002155,PASC0260BYD001,2.0,9999999999,2024-02-13,9999999988,2024-05-08
0000002156,002156,PACP0004BYD001,1.0,9999999999,2024-03-31,9999999988,2024-04-25
0000002157,002157,PACP0004BYD001,1.0,9999999999,2024-04-26,9999999988,2024-05-29
0000002158,002158,PABMS006BYD005,1.0,9999999999,2024-07-09,9999999988,2024-07-24
0000002159,002159,PABP0001BYD001,1.0,9999999999,2024-06-15,9999999988,2024-07-07
0000002160,002160,PACP0004BYD001,1.0,9999999999,2024-01-31,9999999988,2024-07-12
0000002161,002161,PABP0170BYD002,5.0,9999999999,2024-03-28,9999999988,2024-05-03
0000002162,002162,PAEAC015BYD001,1.0,9999999999,2024-07-19,9999999988,2024-07-24
0000002163,002163,PASC0260BYD001,4.0,9999999999,2024-07-17,9999999988,2024-07-24
0000002164,002164,PASC0260BYD001,3.0,9999999999,2024-04-04,9999999988,2024-04-10
0000002165,002165,PABP0170BYD005,2.0,9999999999,2024-03-27,9999999988,2024-04-30
0000002166,002166,PAHVC011BYD004,2.0,9999999999,2024-01-11,9999999988,2024-06-14
0000002167,002167,PABP0001BYD003,1.0,9999999999,2024-03-25,9999999988,2024-04-14
0000002168,002168,PAHVC011BYD001,1.0,9999999999,2024-05-07,9999999988,2024-06-12
0000002169,002169,PABMS006BYD003,1.0,9999999999,2024-02-16,9999999988,2024-02-18
0000002170,002170,PASC0260BYD001,3.0,9999999999,2024-05-28,9999999988,2024-07-23
0000002171,002171,PACP0004BYD004,1.0,9999999999,2024-01-08,9999999988,2024-02-10
0000002172,002172,PASC0260BYD001,4.0,9999999999,2024-05-09,9999999988,2024-06-30
0000002173,002173,PACP0004BYD001,1.0,9999999999,2024-06-05,9999999988,2024-06-08
0000002174,002174,PASC0260BYD001,2.0,9999999999,2024-05-04,9999999988,2024-07-25
0000002175,002175,PACP0004BYD001,1.0,9999999999,2024-05-07,9999999988,2024-05-08
0000002176,002176,PACP0004BYD001,1.0,9999999999,2024-02-24,9999999988,2024-03-14
0000002177,002177,PABMS006BYD004,1.0,9999999999,2024-06-18,9999999988,2024-06-24
0000002178,002178,PASC0260BYD001,3.0,9999999999,2024-02-07,9999999988,2024-04-17
0000002179,002179,PACP0004BYD001,1.0,9999999999,2024-05-13,9999999988,2024-06-21
0000002180,002180,PASC0260BYD001,1.0,9999999999,2024-04-11,9999999988,2024-05-21
0000002181,002181,PABMS006BYD004,1.0,9999999999,2024-04-14,9999999988,2024-04-30
0000002182,002182,PATI0190BYD001,1.0,9999999999,2024-05-31,9999999988,2024-07-19
0000002183,002183,PACP0004BYD001,1.0,9999999999,2024-06-18,9999999988,2024-07-11
0000002184,002184,PAPEC007BYD001,1.0,9999999999,2024-01-30,9999999988,2024-02-13
0000002185,002185,PAWS0210BYD003,1.0,9999999999,2024-03-14,9999999988,2024-06-28
0000002186,002186,PACL0310BYD001,2.0,9999999999,2024-05-23,9999999988,2024-05-24
0000002187,002187,PABP0001BYD003,1.0,9999999999,2024-04-11,9999999988,2024-04-17
0000002188,002188,PAPEC007BYD003,1.0,9999999999,2024-02-17,9999999988,2024-04-13
0000002189,002189,PASC0260BYD001,2.0,9999999999,2024-03-08,9999999988,2024-07-23
0000002190,002190,PACP0004BYD003,1.0,9999999999,2024-01-05,9999999988,2024-03-04
0000002191,002191,PATI0190BYD005,4.0,9999999999,2024-02-03,9999999988,2024-04-07
0000002192,002192,PACP0004BYD001,1.0,9999999999,2024-06-18,9999999988,2024-06-28
0000002193,002193,PAEM0002BYD004,1.0,9999999999,2024-04-13,9999999988,2024-07-20
0000002194,002194,PASC0260BYD001,3.0,9999999999,2024-02-29,9999999988,2024-05-18
0000002195,002195,PASC0260BYD001,3.0,9999999999,2024-03-28,9999999988,2024-04-19
0000002196,002196,PASC0260BYD001,1.0,9999999999,2024-05-03,9999999988,2024-06-30
0000002197,002197,PASC0260BYD001,3.0,9999999999,2024-02-07,9999999988,2024-05-10
0000002198,002198,PACP0004BYD003,1.0,9999999999,2024-04-18,9999999988,2024-05-29
0000002199,002199,PABP0001BYD002,1.0,9999999999,2024-06-26,9999999988,2024-07-22
0000002200,002200,PASC0260BYD001,4.0,9999999999,2024-04-17,9999999988,2024-06-11
0000002201,002201,PACP0004BYD001,1.0,9999999999,2024-07-22,9999999988,2024-07-24
0000002202,002202,PASC0260BYD001,1.0,9999999999,2024-06-26,9999999988,2024-07-18
0000002203,002203,PAWS0210BYD002,1.0,9999999999,2024-02-06,9999999988,2024-07-16
