VEHICLE_CODE,VEHICLE_NAME,LABOUR_CODE,LABOUR_NAME,MAIN_CATEGORY,SECOND_CATEGORY,BATTERY_REPAIR
  8689,Yuan,LR017,Suspension Repair,Mechanical,Suspension,N
 78407,Yuan,LR017,Suspension Repair,Mechanical,Suspension,N
 10330,Dolphin,LR016,Brake System Service,Mechanical,Brakes,N
 47371,Seal,LR008,Thermal Management Service,Electrical,Thermal Management,N
 14058,Dolphin Mini,LR018,Headlight Alignment,Mechanical,Headlight Alignment,N
 68182,King,LR013,Heat Pump Repair,Mechanical,Heat Pump,N
 73670,Dolphin Mini,LR013,Heat Pump Repair,Mechanical,Heat Pump,N
 29380,Tang,LR016,Brake System Service,Mechanical,Brakes,N
 12359,Qin,LR016,Brake System Service,Mechanical,Brakes,N
 89736,Song,LR018,Headlight Alignment,Mechanical,Headlight Alignment,N
 94297,Shark,LR013,Heat Pump Repair,Mechanical,Heat Pump,N
 69570,Tang,LR014,AC Compressor Service,Mechanical,AC Compressor,N
 50930,Song,LR016,Brake System Service,Mechanical,Brakes,N
 50493,Dolphin,LR016,Brake System Service,Mechanical,Brakes,N
  1503,Dolphin Mini,LR010,Onboard Charger Repair,Electrical,Onboard Charger,N
 92807,Han,LR012,Gearbox Service,Mechanical,Gearbox,N
 25624,King,LR002,Motor Repair,Electrical,Motor,N
 68205,Qin,LR010,Onboard Charger Repair,Electrical,Onboard Charger,N
 62469,Dolphin,LR009,Regenerative Braking Adjustment,Electrical,Regenerative Braking,N
 92812,Qin,LR015,Water Pump Replacement,Mechanical,Water Pump,N
 28686,Dolphin,LR009,Regenerative Braking Adjustment,Electrical,Regenerative Braking,N
 88227,Song,LR016,Brake System Service,Mechanical,Brakes,N
 66363,Tang,LR017,Suspension Repair,Mechanical,Suspension,N
  6448,Shark,LR017,Suspension Repair,Mechanical,Suspension,N
 90987,Tang,LR005,DC-DC Converter Replacement,Electrical,DC-DC Converter,N
 64909,Dolphin Mini,LR008,Thermal Management Service,Electrical,Thermal Management,N
  6152,Yuan,LR016,Brake System Service,Mechanical,Brakes,N
 91735,Dolphin,LR020,Fuse Replacement,Safety,Fuse,N
 74931,Dolphin,LR017,Suspension Repair,Mechanical,Suspension,N
 29063,Dolphin,LR018,Headlight Alignment,Mechanical,Headlight Alignment,N
 83596,Song,LR017,Suspension Repair,Mechanical,Suspension,N
 56786,Han,LR006,BMS Calibration,Electrical,BMS,Y
 49305,Song,LR010,Onboard Charger Repair,Electrical,Onboard Charger,N
 58262,King,LR014,AC Compressor Service,Mechanical,AC Compressor,N
 56553,Tang,LR009,Regenerative Braking Adjustment,Electrical,Regenerative Braking,N
 84900,Qin,LR017,Suspension Repair,Mechanical,Suspension,N
 91609,Dolphin,LR016,Brake System Service,Mechanical,Brakes,N
 78194,Qin,LR014,AC Compressor Service,Mechanical,AC Compressor,N
 25034,Yuan,LR019,Windshield Replacement,Safety,Windshield,N
 97660,Seal,LR014,AC Compressor Service,Mechanical,AC Compressor,N
 18407,Dolphin Mini,LR019,Windshield Replacement,Safety,Windshield,N
 60614,Yuan,LR009,Regenerative Braking Adjustment,Electrical,Regenerative Braking,N
 12022,Tang,LR009,Regenerative Braking Adjustment,Electrical,Regenerative Braking,N
 20202,Dolphin,LR018,Headlight Alignment,Mechanical,Headlight Alignment,N
 23822,Qin,LR019,Windshield Replacement,Safety,Windshield,N
  7503,Dolphin,LR013,Heat Pump Repair,Mechanical,Heat Pump,N
 37029,Song,LR020,Fuse Replacement,Safety,Fuse,N
 85933,King,LR018,Headlight Alignment,Mechanical,Headlight Alignment,N
 10588,Han,LR017,Suspension Repair,Mechanical,Suspension,N
 87322,Song,LR004,Charging Port Repair,Electrical,Charging Port,N
 26797,Qin,LR018,Headlight Alignment,Mechanical,Headlight Alignment,N
  8153,Tang,LR016,Brake System Service,Mechanical,Brakes,N
 89601,Yuan,LR016,Brake System Service,Mechanical,Brakes,N
 68983,King,LR017,Suspension Repair,Mechanical,Suspension,N
 31141,Han,LR018,Headlight Alignment,Mechanical,Headlight Alignment,N
 27427,Seal,LR020,Fuse Replacement,Safety,Fuse,N
 27629,Dolphin Mini,LR018,Headlight Alignment,Mechanical,Headlight Alignment,N
 75966,Dolphin,LR016,Brake System Service,Mechanical,Brakes,N
 20789,Shark,LR017,Suspension Repair,Mechanical,Suspension,N
 11145,Song,LR016,Brake System Service,Mechanical,Brakes,N
 65455,Song,LR017,Suspension Repair,Mechanical,Suspension,N
 52392,Tang,LR017,Suspension Repair,Mechanical,Suspension,N
 23102,Qin,LR004,Charging Port Repair,Electrical,Charging Port,N
 96244,Dolphin Mini,LR010,Onboard Charger Repair,Electrical,Onboard Charger,N
 18538,Dolphin Mini,LR005,DC-DC Converter Replacement,Electrical,DC-DC Converter,N
 87985,Han,LR014,AC Compressor Service,Mechanical,AC Compressor,N
 62557,Qin,LR014,AC Compressor Service,Mechanical,AC Compressor,N
 51683,Song,LR016,Brake System Service,Mechanical,Brakes,N
 99649,Dolphin,LR017,Suspension Repair,Mechanical,Suspension,N
 96034,Dolphin Mini,LR004,Charging Port Repair,Electrical,Charging Port,N
 91204,Qin,LR017,Suspension Repair,Mechanical,Suspension,N
 25272,Qin,LR003,Inverter Replacement,Electrical,Inverter,N
 92148,Yuan,LR015,Water Pump Replacement,Mechanical,Water Pump,N
 58873,Dolphin,LR017,Suspension Repair,Mechanical,Suspension,N
 88448,Dolphin Mini,LR007,Power Electronics Repair,Electrical,Power Electronics,N
 71740,Tang,LR013,Heat Pump Repair,Mechanical,Heat Pump,N
 74908,Dolphin,LR016,Brake System Service,Mechanical,Brakes,N
  7804,Tang,LR014,AC Compressor Service,Mechanical,AC Compressor,N
 76394,Han,LR018,Headlight Alignment,Mechanical,Headlight Alignment,N
 47444,Tang,LR013,Heat Pump Repair,Mechanical,Heat Pump,N
 62444,Yuan,LR016,Brake System Service,Mechanical,Brakes,N
 32999,Han,LR018,Headlight Alignment,Mechanical,Headlight Alignment,N
 98909,Song,LR008,Thermal Management Service,Electrical,Thermal Management,N
 60817,Dolphin,LR017,Suspension Repair,Mechanical,Suspension,N
 72327,Shark,LR014,AC Compressor Service,Mechanical,AC Compressor,N
 66960,Song,LR013,Heat Pump Repair,Mechanical,Heat Pump,N
 49999,Song,LR017,Suspension Repair,Mechanical,Suspension,N
 19351,King,LR017,Suspension Repair,Mechanical,Suspension,N
 24160,Dolphin Mini,LR013,Heat Pump Repair,Mechanical,Heat Pump,N
 52942,Dolphin,LR016,Brake System Service,Mechanical,Brakes,N
 80754,King,LR014,AC Compressor Service,Mechanical,AC Compressor,N
 76784,Dolphin Mini,LR002,Motor Repair,Electrical,Motor,N
 86306,Shark,LR017,Suspension Repair,Mechanical,Suspension,N
 40733,Yuan,LR020,Fuse Replacement,Safety,Fuse,N
 67634,Song,LR016,Brake System Service,Mechanical,Brakes,N
 37578,Song,LR017,Suspension Repair,Mechanical,Suspension,N
 35203,Qin,LR018,Headlight Alignment,Mechanical,Headlight Alignment,N
 90837,Yuan,LR017,Suspension Repair,Mechanical,Suspension,N
 83964,Dolphin,LR007,Power Electronics Repair,Electrical,Power Electronics,N
 43090,King,LR013,Heat Pump Repair,Mechanical,Heat Pump,N
 99525,Dolphin Mini,LR016,Brake System Service,Mechanical,Brakes,N
 65437,Han,LR016,Brake System Service,Mechanical,Brakes,N
 38551,Dolphin,LR014,AC Compressor Service,Mechanical,AC Compressor,N
 10220,Song,LR019,Windshield Replacement,Safety,Windshield,N
  6106,Dolphin,LR017,Suspension Repair,Mechanical,Suspension,N
 88724,Tang,LR008,Thermal Management Service,Electrical,Thermal Management,N
 48616,Yuan,LR016,Brake System Service,Mechanical,Brakes,N
 33913,Tang,LR016,Brake System Service,Mechanical,Brakes,N
 17226,Qin,LR020,Fuse Replacement,Safety,Fuse,N
 47812,King,LR018,Headlight Alignment,Mechanical,Headlight Alignment,N
 61896,King,LR017,Suspension Repair,Mechanical,Suspension,N
 16082,Han,LR016,Brake System Service,Mechanical,Brakes,N
 12798,Dolphin Mini,LR017,Suspension Repair,Mechanical,Suspension,N
  6044,King,LR015,Water Pump Replacement,Mechanical,Water Pump,N
 33441,Han,LR016,Brake System Service,Mechanical,Brakes,N
  3339,Han,LR014,AC Compressor Service,Mechanical,AC Compressor,N
 47668,Qin,LR016,Brake System Service,Mechanical,Brakes,N
 58668,Dolphin Mini,LR016,Brake System Service,Mechanical,Brakes,N
 17131,Dolphin,LR016,Brake System Service,Mechanical,Brakes,N
 87589,Yuan,LR017,Suspension Repair,Mechanical,Suspension,N
 32655,Dolphin,LR001,Battery Replacement,Electrical,Battery,Y
  5476,Song,LR011,Drive Unit Maintenance,Electrical,Drive Unit,N
 25590,Dolphin,LR013,Heat Pump Repair,Mechanical,Heat Pump,N
 29788,Seal,LR010,Onboard Charger Repair,Electrical,Onboard Charger,N
 79605,Yuan,LR016,Brake System Service,Mechanical,Brakes,N
 45718,Han,LR016,Brake System Service,Mechanical,Brakes,N
 76837,Shark,LR016,Brake System Service,Mechanical,Brakes,N
 50482,Dolphin Mini,LR019,Windshield Replacement,Safety,Windshield,N
 67293,Dolphin,LR018,Headlight Alignment,Mechanical,Headlight Alignment,N
   717,Han,LR016,Brake System Service,Mechanical,Brakes,N
 75401,Dolphin,LR017,Suspension Repair,Mechanical,Suspension,N
 86115,Dolphin Mini,LR003,Inverter Replacement,Electrical,Inverter,N
 11269,Tang,LR016,Brake System Service,Mechanical,Brakes,N
 25072,Tang,LR016,Brake System Service,Mechanical,Brakes,N
  6821,Seal,LR014,AC Compressor Service,Mechanical,AC Compressor,N
  9241,Qin,LR017,Suspension Repair,Mechanical,Suspension,N
 43596,Dolphin Mini,LR017,Suspension Repair,Mechanical,Suspension,N
 38495,Han,LR015,Water Pump Replacement,Mechanical,Water Pump,N
 43997,Seal,LR019,Windshield Replacement,Safety,Windshield,N
 80089,Dolphin Mini,LR018,Headlight Alignment,Mechanical,Headlight Alignment,N
 80197,Dolphin Mini,LR018,Headlight Alignment,Mechanical,Headlight Alignment,N
 97672,Shark,LR018,Headlight Alignment,Mechanical,Headlight Alignment,N
  2004,Dolphin,LR007,Power Electronics Repair,Electrical,Power Electronics,N
 75286,Han,LR016,Brake System Service,Mechanical,Brakes,N
 30567,Yuan,LR014,AC Compressor Service,Mechanical,AC Compressor,N
 38720,Qin,LR017,Suspension Repair,Mechanical,Suspension,N
 38415,Qin,LR017,Suspension Repair,Mechanical,Suspension,N
 23802,Song,LR017,Suspension Repair,Mechanical,Suspension,N
 54993,Han,LR016,Brake System Service,Mechanical,Brakes,N
 47943,Song,LR018,Headlight Alignment,Mechanical,Headlight Alignment,N
 96731,Song,LR019,Windshield Replacement,Safety,Windshield,N
 63182,Dolphin Mini,LR018,Headlight Alignment,Mechanical,Headlight Alignment,N
 82719,Song,LR012,Gearbox Service,Mechanical,Gearbox,N
 38626,Tang,LR012,Gearbox Service,Mechanical,Gearbox,N
 63847,Shark,LR018,Headlight Alignment,Mechanical,Headlight Alignment,N
 90779,Dolphin Mini,LR018,Headlight Alignment,Mechanical,Headlight Alignment,N
 30481,Han,LR013,Heat Pump Repair,Mechanical,Heat Pump,N
 68043,Shark,LR017,Suspension Repair,Mechanical,Suspension,N
 37810,Han,LR003,Inverter Replacement,Electrical,Inverter,N
 39087,Seal,LR020,Fuse Replacement,Safety,Fuse,N
 54869,King,LR017,Suspension Repair,Mechanical,Suspension,N
 48536,Dolphin Mini,LR003,Inverter Replacement,Electrical,Inverter,N
 81997,Tang,LR017,Suspension Repair,Mechanical,Suspension,N
 65312,Han,LR001,Battery Replacement,Electrical,Battery,Y
 79859,Dolphin Mini,LR007,Power Electronics Repair,Electrical,Power Electronics,N
 41744,Tang,LR006,BMS Calibration,Electrical,BMS,Y
 32891,Tang,LR008,Thermal Management Service,Electrical,Thermal Management,N
  1179,Dolphin,LR014,AC Compressor Service,Mechanical,AC Compressor,N
 15353,Qin,LR013,Heat Pump Repair,Mechanical,Heat Pump,N
 92777,Yuan,LR017,Suspension Repair,Mechanical,Suspension,N
 91235,Qin,LR018,Headlight Alignment,Mechanical,Headlight Alignment,N
 43785,Han,LR016,Brake System Service,Mechanical,Brakes,N
 96878,Dolphin,LR013,Heat Pump Repair,Mechanical,Heat Pump,N
 43194,Qin,LR005,DC-DC Converter Replacement,Electrical,DC-DC Converter,N
 36142,Dolphin,LR018,Headlight Alignment,Mechanical,Headlight Alignment,N
  3145,Song,LR017,Suspension Repair,Mechanical,Suspension,N
 84865,Dolphin,LR016,Brake System Service,Mechanical,Brakes,N
 80915,Tang,LR018,Headlight Alignment,Mechanical,Headlight Alignment,N
 83438,Seal,LR015,Water Pump Replacement,Mechanical,Water Pump,N
 85028,Dolphin Mini,LR017,Suspension Repair,Mechanical,Suspension,N
 76701,Dolphin,LR005,DC-DC Converter Replacement,Electrical,DC-DC Converter,N
 26102,Qin,LR018,Headlight Alignment,Mechanical,Headlight Alignment,N
 99994,Dolphin Mini,LR016,Brake System Service,Mechanical,Brakes,N
 61007,Han,LR014,AC Compressor Service,Mechanical,AC Compressor,N
 90211,Song,LR016,Brake System Service,Mechanical,Brakes,N
  3916,Dolphin,LR014,AC Compressor Service,Mechanical,AC Compressor,N
 25646,Qin,LR014,AC Compressor Service,Mechanical,AC Compressor,N
  9170,King,LR010,Onboard Charger Repair,Electrical,Onboard Charger,N
  6233,Qin,LR010,Onboard Charger Repair,Electrical,Onboard Charger,N
 87542,Qin,LR007,Power Electronics Repair,Electrical,Power Electronics,N
 35415,Dolphin,LR006,BMS Calibration,Electrical,BMS,Y
 78049,Dolphin,LR018,Headlight Alignment,Mechanical,Headlight Alignment,N
  3376,Han,LR017,Suspension Repair,Mechanical,Suspension,N
 48793,Seal,LR012,Gearbox Service,Mechanical,Gearbox,N
 36694,Tang,LR018,Headlight Alignment,Mechanical,Headlight Alignment,N
 88512,Han,LR015,Water Pump Replacement,Mechanical,Water Pump,N
 30221,Tang,LR016,Brake System Service,Mechanical,Brakes,N
 69085,Dolphin,LR016,Brake System Service,Mechanical,Brakes,N
 24143,Dolphin,LR007,Power Electronics Repair,Electrical,Power Electronics,N
  6305,King,LR001,Battery Replacement,Electrical,Battery,Y
  5469,Dolphin Mini,LR013,Heat Pump Repair,Mechanical,Heat Pump,N
  2318,Dolphin,LR018,Headlight Alignment,Mechanical,Headlight Alignment,N
 21061,Qin,LR017,Suspension Repair,Mechanical,Suspension,N
 32640,Qin,LR012,Gearbox Service,Mechanical,Gearbox,N
 59026,Seal,LR018,Headlight Alignment,Mechanical,Headlight Alignment,N
 34671,Dolphin,LR007,Power Electronics Repair,Electrical,Power Electronics,N
 41021,Dolphin Mini,LR013,Heat Pump Repair,Mechanical,Heat Pump,N
 99483,Qin,LR011,Drive Unit Maintenance,Electrical,Drive Unit,N
 18910,Dolphin,LR011,Drive Unit Maintenance,Electrical,Drive Unit,N
 95329,Tang,LR013,Heat Pump Repair,Mechanical,Heat Pump,N
 84077,Yuan,LR005,DC-DC Converter Replacement,Electrical,DC-DC Converter,N
 74375,Dolphin Mini,LR016,Brake System Service,Mechanical,Brakes,N
 85636,Qin,LR016,Brake System Service,Mechanical,Brakes,N
 76058,Dolphin Mini,LR016,Brake System Service,Mechanical,Brakes,N
  2756,Dolphin,LR018,Headlight Alignment,Mechanical,Headlight Alignment,N
 25466,Song,LR017,Suspension Repair,Mechanical,Suspension,N
 89250,Tang,LR009,Regenerative Braking Adjustment,Electrical,Regenerative Braking,N
 97487,Dolphin Mini,LR017,Suspension Repair,Mechanical,Suspension,N
  9629,Dolphin Mini,LR017,Suspension Repair,Mechanical,Suspension,N
 26535,Qin,LR012,Gearbox Service,Mechanical,Gearbox,N
 27627,Qin,LR013,Heat Pump Repair,Mechanical,Heat Pump,N
 65623,Dolphin,LR017,Suspension Repair,Mechanical,Suspension,N
 45025,Han,LR014,AC Compressor Service,Mechanical,AC Compressor,N
  9723,Dolphin Mini,LR013,Heat Pump Repair,Mechanical,Heat Pump,N
 15997,Seal,LR016,Brake System Service,Mechanical,Brakes,N
  8791,Dolphin Mini,LR015,Water Pump Replacement,Mechanical,Water Pump,N
 82004,Dolphin Mini,LR018,Headlight Alignment,Mechanical,Headlight Alignment,N
 15074,Dolphin Mini,LR009,Regenerative Braking Adjustment,Electrical,Regenerative Braking,N
 95228,Han,LR017,Suspension Repair,Mechanical,Suspension,N
 22971,Han,LR019,Windshield Replacement,Safety,Windshield,N
 16562,Yuan,LR016,Brake System Service,Mechanical,Brakes,N
 45341,Han,LR008,Thermal Management Service,Electrical,Thermal Management,N
 63197,Song,LR001,Battery Replacement,Electrical,Battery,Y
 75275,Qin,LR011,Drive Unit Maintenance,Electrical,Drive Unit,N
 95823,Yuan,LR016,Brake System Service,Mechanical,Brakes,N
 95121,Song,LR008,Thermal Management Service,Electrical,Thermal Management,N
 34418,Dolphin Mini,LR017,Suspension Repair,Mechanical,Suspension,N
 24782,Dolphin Mini,LR013,Heat Pump Repair,Mechanical,Heat Pump,N
 14880,Dolphin Mini,LR009,Regenerative Braking Adjustment,Electrical,Regenerative Braking,N
 79871,Song,LR019,Windshield Replacement,Safety,Windshield,N
 24705,Yuan,LR017,Suspension Repair,Mechanical,Suspension,N
 59715,Yuan,LR014,AC Compressor Service,Mechanical,AC Compressor,N
  4703,Qin,LR014,AC Compressor Service,Mechanical,AC Compressor,N
 23937,Song,LR017,Suspension Repair,Mechanical,Suspension,N
 36812,Tang,LR001,Battery Replacement,Electrical,Battery,Y
 29240,Dolphin,LR017,Suspension Repair,Mechanical,Suspension,N
 37251,Song,LR016,Brake System Service,Mechanical,Brakes,N
  7347,Dolphin Mini,LR016,Brake System Service,Mechanical,Brakes,N
 57105,Yuan,LR016,Brake System Service,Mechanical,Brakes,N
  5564,Dolphin,LR014,AC Compressor Service,Mechanical,AC Compressor,N
 24690,Han,LR018,Headlight Alignment,Mechanical,Headlight Alignment,N
 89649,Dolphin,LR012,Gearbox Service,Mechanical,Gearbox,N
 89223,Dolphin Mini,LR018,Headlight Alignment,Mechanical,Headlight Alignment,N
 24276,Dolphin Mini,LR014,AC Compressor Service,Mechanical,AC Compressor,N
 52815,Yuan,LR020,Fuse Replacement,Safety,Fuse,N
  5041,Qin,LR018,Headlight Alignment,Mechanical,Headlight Alignment,N
   146,Dolphin Mini,LR003,Inverter Replacement,Electrical,Inverter,N
 18220,Dolphin Mini,LR013,Heat Pump Repair,Mechanical,Heat Pump,N
  6649,Han,LR006,BMS Calibration,Electrical,BMS,Y
 57397,Han,LR017,Suspension Repair,Mechanical,Suspension,N
 26955,Dolphin,LR013,Heat Pump Repair,Mechanical,Heat Pump,N
 52048,Shark,LR014,AC Compressor Service,Mechanical,AC Compressor,N
 66739,Qin,LR016,Brake System Service,Mechanical,Brakes,N
 89347,Qin,LR009,Regenerative Braking Adjustment,Electrical,Regenerative Braking,N
 43228,Dolphin Mini,LR014,AC Compressor Service,Mechanical,AC Compressor,N
 65892,Dolphin Mini,LR016,Brake System Service,Mechanical,Brakes,N
 17764,Yuan,LR014,AC Compressor Service,Mechanical,AC Compressor,N
 26006,King,LR007,Power Electronics Repair,Electrical,Power Electronics,N
 30154,Dolphin,LR018,Headlight Alignment,Mechanical,Headlight Alignment,N
 58509,Dolphin,LR020,Fuse Replacement,Safety,Fuse,N
 15918,Dolphin Mini,LR016,Brake System Service,Mechanical,Brakes,N
 77867,Song,LR017,Suspension Repair,Mechanical,Suspension,N
  7112,Dolphin,LR017,Suspension Repair,Mechanical,Suspension,N
 52163,Shark,LR011,Drive Unit Maintenance,Electrical,Drive Unit,N
 94243,Dolphin,LR001,Battery Replacement,Electrical,Battery,Y
 28295,Dolphin,LR013,Heat Pump Repair,Mechanical,Heat Pump,N
 45597,Song,LR014,AC Compressor Service,Mechanical,AC Compressor,N
 64610,Tang,LR016,Brake System Service,Mechanical,Brakes,N
 24009,Song,LR017,Suspension Repair,Mechanical,Suspension,N
   380,Dolphin,LR013,Heat Pump Repair,Mechanical,Heat Pump,N
 59438,Yuan,LR014,AC Compressor Service,Mechanical,AC Compressor,N
  3018,King,LR016,Brake System Service,Mechanical,Brakes,N
 31414,Dolphin Mini,LR018,Headlight Alignment,Mechanical,Headlight Alignment,N
 17565,Dolphin,LR008,Thermal Management Service,Electrical,Thermal Management,N
 33120,Song,LR001,Battery Replacement,Electrical,Battery,Y
 72620,Shark,LR004,Charging Port Repair,Electrical,Charging Port,N
 72811,Qin,LR013,Heat Pump Repair,Mechanical,Heat Pump,N
 41517,Dolphin,LR019,Windshield Replacement,Safety,Windshield,N
 53535,Qin,LR008,Thermal Management Service,Electrical,Thermal Management,N
 33075,King,LR017,Suspension Repair,Mechanical,Suspension,N
 64469,Dolphin Mini,LR013,Heat Pump Repair,Mechanical,Heat Pump,N
 94514,Dolphin Mini,LR015,Water Pump Replacement,Mechanical,Water Pump,N
  9536,Tang,LR020,Fuse Replacement,Safety,Fuse,N
 44895,Dolphin,LR017,Suspension Repair,Mechanical,Suspension,N
 12482,Dolphin,LR016,Brake System Service,Mechanical,Brakes,N
 19683,Dolphin Mini,LR012,Gearbox Service,Mechanical,Gearbox,N
 35238,Dolphin,LR016,Brake System Service,Mechanical,Brakes,N
 82716,Dolphin,LR016,Brake System Service,Mechanical,Brakes,N
 74444,Han,LR004,Charging Port Repair,Electrical,Charging Port,N
 73700,Yuan,LR016,Brake System Service,Mechanical,Brakes,N
 92320,Shark,LR017,Suspension Repair,Mechanical,Suspension,N
 39464,Dolphin,LR017,Suspension Repair,Mechanical,Suspension,N
 57777,Dolphin Mini,LR001,Battery Replacement,Electrical,Battery,Y
 49800,Qin,LR016,Brake System Service,Mechanical,Brakes,N
 30562,Seal,LR013,Heat Pump Repair,Mechanical,Heat Pump,N
  8229,Song,LR018,Headlight Alignment,Mechanical,Headlight Alignment,N
 66895,Yuan,LR014,AC Compressor Service,Mechanical,AC Compressor,N
 59455,Song,LR017,Suspension Repair,Mechanical,Suspension,N
 94834,Dolphin Mini,LR016,Brake System Service,Mechanical,Brakes,N
 13592,Song,LR007,Power Electronics Repair,Electrical,Power Electronics,N
 16319,Dolphin Mini,LR013,Heat Pump Repair,Mechanical,Heat Pump,N
 61783,Han,LR018,Headlight Alignment,Mechanical,Headlight Alignment,N
 25367,Qin,LR014,AC Compressor Service,Mechanical,AC Compressor,N
 60666,Song,LR013,Heat Pump Repair,Mechanical,Heat Pump,N
 50959,Dolphin Mini,LR016,Brake System Service,Mechanical,Brakes,N
 26304,Dolphin,LR016,Brake System Service,Mechanical,Brakes,N
 16136,King,LR019,Windshield Replacement,Safety,Windshield,N
 63640,Dolphin,LR017,Suspension Repair,Mechanical,Suspension,N
 41477,Dolphin,LR016,Brake System Service,Mechanical,Brakes,N
 54580,Tang,LR018,Headlight Alignment,Mechanical,Headlight Alignment,N
 35679,Dolphin Mini,LR017,Suspension Repair,Mechanical,Suspension,N
 31425,Dolphin,LR018,Headlight Alignment,Mechanical,Headlight Alignment,N
 49942,Dolphin,LR016,Brake System Service,Mechanical,Brakes,N
 34121,Seal,LR018,Headlight Alignment,Mechanical,Headlight Alignment,N
 40829,Shark,LR013,Heat Pump Repair,Mechanical,Heat Pump,N
 32793,Shark,LR016,Brake System Service,Mechanical,Brakes,N
 34733,Dolphin,LR016,Brake System Service,Mechanical,Brakes,N
 56921,Tang,LR018,Headlight Alignment,Mechanical,Headlight Alignment,N
 53624,Tang,LR013,Heat Pump Repair,Mechanical,Heat Pump,N
 97878,Dolphin Mini,LR001,Battery Replacement,Electrical,Battery,Y
 58903,Tang,LR016,Brake System Service,Mechanical,Brakes,N
 91117,Shark,LR010,Onboard Charger Repair,Electrical,Onboard Charger,N
 45452,Yuan,LR008,Thermal Management Service,Electrical,Thermal Management,N
 47970,Dolphin Mini,LR013,Heat Pump Repair,Mechanical,Heat Pump,N
 10649,Qin,LR009,Regenerative Braking Adjustment,Electrical,Regenerative Braking,N
 88561,Shark,LR019,Windshield Replacement,Safety,Windshield,N
 88119,Tang,LR017,Suspension Repair,Mechanical,Suspension,N
 72222,Shark,LR001,Battery Replacement,Electrical,Battery,Y
 85528,Shark,LR019,Windshield Replacement,Safety,Windshield,N
 29479,Tang,LR014,AC Compressor Service,Mechanical,AC Compressor,N
 27137,Song,LR014,AC Compressor Service,Mechanical,AC Compressor,N
 55481,Dolphin,LR018,Headlight Alignment,Mechanical,Headlight Alignment,N
 66186,Tang,LR016,Brake System Service,Mechanical,Brakes,N
 95923,Dolphin,LR018,Headlight Alignment,Mechanical,Headlight Alignment,N
 80269,Dolphin Mini,LR020,Fuse Replacement,Safety,Fuse,N
 87502,Shark,LR017,Suspension Repair,Mechanical,Suspension,N
 11454,Yuan,LR018,Headlight Alignment,Mechanical,Headlight Alignment,N
 26226,Tang,LR009,Regenerative Braking Adjustment,Electrical,Regenerative Braking,N
 57276,Seal,LR018,Headlight Alignment,Mechanical,Headlight Alignment,N
 58904,Dolphin Mini,LR018,Headlight Alignment,Mechanical,Headlight Alignment,N
 39148,Yuan,LR001,Battery Replacement,Electrical,Battery,Y
 80446,Yuan,LR016,Brake System Service,Mechanical,Brakes,N
 27621,Dolphin Mini,LR018,Headlight Alignment,Mechanical,Headlight Alignment,N
 75058,Dolphin,LR016,Brake System Service,Mechanical,Brakes,N
 32315,Song,LR013,Heat Pump Repair,Mechanical,Heat Pump,N
 38183,Dolphin,LR006,BMS Calibration,Electrical,BMS,Y
 40986,Qin,LR014,AC Compressor Service,Mechanical,AC Compressor,N
 85805,Song,LR017,Suspension Repair,Mechanical,Suspension,N
 42808,Song,LR018,Headlight Alignment,Mechanical,Headlight Alignment,N
 67705,Dolphin Mini,LR017,Suspension Repair,Mechanical,Suspension,N
 32925,Dolphin Mini,LR008,Thermal Management Service,Electrical,Thermal Management,N
 66889,Song,LR017,Suspension Repair,Mechanical,Suspension,N
  5413,Song,LR018,Headlight Alignment,Mechanical,Headlight Alignment,N
 49579,Seal,LR018,Headlight Alignment,Mechanical,Headlight Alignment,N
 15121,Dolphin,LR018,Headlight Alignment,Mechanical,Headlight Alignment,N
 68423,Dolphin,LR003,Inverter Replacement,Electrical,Inverter,N
  8997,Tang,LR002,Motor Repair,Electrical,Motor,N
 27936,Han,LR018,Headlight Alignment,Mechanical,Headlight Alignment,N
 91092,King,LR016,Brake System Service,Mechanical,Brakes,N
 16434,Dolphin Mini,LR012,Gearbox Service,Mechanical,Gearbox,N
 69537,King,LR009,Regenerative Braking Adjustment,Electrical,Regenerative Braking,N
 28121,Dolphin,LR016,Brake System Service,Mechanical,Brakes,N
 31225,King,LR009,Regenerative Braking Adjustment,Electrical,Regenerative Braking,N
 77343,Han,LR013,Heat Pump Repair,Mechanical,Heat Pump,N
 53847,Qin,LR016,Brake System Service,Mechanical,Brakes,N
 12531,Qin,LR010,Onboard Charger Repair,Electrical,Onboard Charger,N
 19092,Yuan,LR016,Brake System Service,Mechanical,Brakes,N
 29765,Qin,LR020,Fuse Replacement,Safety,Fuse,N
  9909,Tang,LR011,Drive Unit Maintenance,Electrical,Drive Unit,N
 53413,Dolphin Mini,LR015,Water Pump Replacement,Mechanical,Water Pump,N
 19206,Dolphin Mini,LR018,Headlight Alignment,Mechanical,Headlight Alignment,N
  2974,Song,LR017,Suspension Repair,Mechanical,Suspension,N
 11446,Dolphin Mini,LR016,Brake System Service,Mechanical,Brakes,N
 54113,Han,LR017,Suspension Repair,Mechanical,Suspension,N
 36757,Dolphin,LR019,Windshield Replacement,Safety,Windshield,N
 44466,Han,LR013,Heat Pump Repair,Mechanical,Heat Pump,N
 63864,Seal,LR017,Suspension Repair,Mechanical,Suspension,N
 11596,Han,LR020,Fuse Replacement,Safety,Fuse,N
 86640,King,LR014,AC Compressor Service,Mechanical,AC Compressor,N
